main,symptoms,diabetes,tell,may,treat,bruxism,cause,stroke
-0.062642,-0.065429,-0.02234,-0.029261,-0.068297,-0.065736,-0.03033,-0.081296,-0.034744
0.14549,0.11386,-0.038805,0.037288,0.1361,-0.026549,0.072875,0.075022,0.0083863
-0.054194,-0.060214,-0.021853,-0.069717,-0.068843,-0.047286,-0.037955,-0.086865,-0.089097
0.032197,0.0055581,-0.074974,0.019573,-0.029194,0.00094544,-0.0062304,-0.037074,0.064389
0.056437,-0.048448,-0.013896,-0.080904,-0.085786,0.043923,0.043539,-0.011108,0.049798
0.07242,-0.049742,0.0079457,-0.0066575,-0.004119,-0.029657,0.015691,-0.0012945,0.070869
-0.022828,-0.030785,0.046994,-0.045504,0.0061297,-0.023712,0.0097561,0.0034402,0.054353
0.15809,0.060074,0.045334,-0.14053,-0.34097,0.019013,0.019705,-0.0077584,0.062891
-0.0073269,0.01954,-0.052866,-0.035299,-0.072798,0.00034657,0.036628,0.0049785,-0.032188
0.10642,0.035617,0.0087582,-0.029247,0.02926,-0.064897,-0.00055927,-0.0095978,0.065119
0.0015988,0.011957,0.010102,-0.0092391,-0.091198,-0.029722,0.064318,-0.032563,0.0068234
0.089113,0.0238,-0.019926,0.065279,0.023435,-0.020046,-0.050806,-0.023354,-0.0090975
0.020752,0.043905,0.015393,0.01553,-0.0060824,0.026261,0.066786,0.0074502,0.037778
0.038699,-0.0045448,0.061094,0.04288,-0.0043182,0.038758,0.03145,0.015171,-0.016623
-0.069236,0.076783,0.0056166,-0.065488,-0.019231,-0.041957,0.062804,0.05293,0.040527
0.023015,-0.013076,0.018593,0.0050125,0.02346,-0.010247,0.0063686,0.045831,0.044614
0.023604,-0.017926,0.017221,-0.018172,-0.04667,0.051937,-0.044938,0.051442,0.02723
-0.019883,0.038731,0.082422,-0.021063,0.0071924,-0.019607,0.02949,0.022148,0.065047
0.080964,0.029124,-0.046088,0.0043153,-0.045226,-0.010465,-0.0046416,0.031997,0.024881
-0.033277,-0.074901,-0.082906,0.019546,-0.039113,0.0051031,-0.030677,-0.076258,-0.081558
0.0047615,-0.034574,-0.023699,-0.024429,0.049036,-0.043755,-0.092273,0.038299,-0.026931
0.054009,-0.018451,0.0093789,-0.0094496,-0.049595,0.018004,-0.025053,-0.031284,0.062197
0.010545,0.00061685,-0.014459,-0.070704,-0.022377,-0.12076,0.0040412,-0.089445,0.096645
-0.0071286,-0.024917,0.031834,0.02491,0.0078474,0.070324,0.028317,0.036551,0.053771
0.049764,-0.011387,0.026853,-0.016693,0.050538,-0.011497,0.061069,0.047646,-0.089673
-0.0017378,0.039811,-0.019586,0.02386,-0.034755,0.036536,-0.064138,0.037102,0.012125
0.033879,0.015506,0.043128,0.018651,0.082807,-0.0099437,0.010291,0.083373,0.075829
